id_abonne,ville,age,abonnement,duree_utilisation_mois,montant
7448,Rabat,31,Basic,58,596.3
7449,Oujda,68,Basic,14,922.37
7450,Kenitra,73,Standard,50,762.44
7451,Oujda,49,Standard,36,723.91
7452,Marrakech,43,Standard,10,954.21
7453,Kenitra,19,Basic,17,709.11
7454,Oujda,34,Famille,24,541.94
7455,Oujda,44,Premium,34,458.19
7456,Tetouan,63,Premium,7,422.25
7457,Tetouan,67,Basic,9,85.66
7458,Marrakech,24,Famille,22,376.95
7459,Fes,54,Famille,31,428.65
7460,Rabat,34,Premium,33,335.81
7461,Kenitra,24,Basic,48,786.44
7462,Agadir,69,Basic,24,466.44
7463,Kenitra,25,Premium,46,252.47
7464,Oujda,75,Basic,5,442.37
7465,Oujda,25,Basic,20,416.37
7466,Casablanca,73,Standard,57,405.3
7467,Rabat,51,Standard,26,760.09
7468,Casablanca,68,Premium,22,371.8
7469,Agadir,42,Premium,59,294.29
7470,Oujda,50,Standard,25,530.23
7471,Agadir,72,Standard,32,478.47
7472,Agadir,69,Basic,13,324.56
7473,Agadir,58,Premium,18,991.29
7474,Meknes,40,Famille,51,451.79
7475,Casablanca,32,Basic,55,130.92
7476,Meknes,44,Standard,10,520.72
7477,Fes,32,Famille,52,606.69
7478,Agadir,61,Standard,45,143.04
7479,Tetouan,65,Standard,25,806.95
7480,Marrakech,52,Premium,43,795.8
7481,Casablanca,55,Premium,54,694.22
7482,Tetouan,19,Standard,17,76.91
7483,Meknes,54,Basic,27,697.82
7484,Tanger,20,Basic,5,228.53
7485,Agadir,72,Basic,16,310.34
7486,Kenitra,58,Premium,36,307.41
7487,Tetouan,70,Famille,3,63.82
7488,Oujda,29,Famille,60,590.89
7489,Meknes,39,Basic,20,819.74
7490,Meknes,40,Premium,19,631.4
7491,Oujda,45,Premium,19,180.28
7492,Rabat,65,Famille,54,709.55
7493,Tanger,72,Famille,9,499.92
7494,Fes,50,Basic,1,155.63
7495,Rabat,59,Famille,14,306.36
7496,Tetouan,55,Premium,45,762.7
7497,Meknes,29,Standard,21,689.45
7498,Oujda,63,Standard,36,265.56
7499,Fes,45,Premium,59,744.67
7500,Meknes,49,Basic,44,956.77
7501,Casablanca,21,Basic,29,61.12
7502,Kenitra,24,Standard,44,725.5
7503,Agadir,58,Premium,29,433.78
7504,Rabat,65,Standard,3,862.61
7505,Meknes,37,Premium,6,712.91
7506,Agadir,29,Standard,21,726.95
7507,Fes,68,Standard,41,251.6
7508,Fes,61,Famille,46,390.24
7509,Oujda,60,Famille,37,992.87
7510,Rabat,60,Standard,4,921.39
7511,Oujda,74,Premium,25,309.22
7512,Tetouan,63,Famille,7,835.54
7513,Tanger,51,Standard,57,741.32
7514,Rabat,71,Famille,3,690.38
7515,Kenitra,68,Premium,5,934.74
7516,Casablanca,49,Basic,8,988.4
7517,Rabat,22,Premium,60,430.26
7518,Agadir,42,Basic,7,998.39
7519,Kenitra,33,Basic,49,596.73
7520,Tanger,69,Premium,12,743.88
7521,Agadir,73,Famille,14,960.64
7522,Kenitra,52,Premium,46,224.49
7523,Tetouan,64,Famille,19,580.59
7524,Tetouan,47,Basic,4,494.32
7525,Kenitra,74,Basic,41,188.68
7526,Marrakech,29,Premium,60,139.07
7527,Rabat,66,Basic,36,969.47
7528,Fes,43,Famille,37,972.01
7529,Casablanca,57,Famille,43,434.57
7530,Casablanca,27,Famille,24,914.04
7531,Marrakech,53,Standard,54,591.54
7532,Tanger,47,Basic,27,341.07
7533,Kenitra,26,Basic,50,730.42
7534,Casablanca,30,Famille,1,839.37
7535,Meknes,71,Basic,29,93.31
7536,Marrakech,49,Basic,34,648.94
7537,Oujda,63,Famille,49,816.2
7538,Meknes,32,Standard,3,522.77
7539,Casablanca,54,Standard,18,528.38
7540,Meknes,27,Famille,32,735.41
7541,Kenitra,46,Famille,60,698.91
7542,Meknes,44,Premium,4,858.8
7543,Agadir,61,Premium,52,372.3
7544,Tanger,46,Standard,28,496.35
7545,Tanger,61,Premium,6,783.74
7546,Kenitra,28,Basic,29,997.04
7547,Agadir,49,Famille,37,381.52
7548,Casablanca,30,Premium,22,775.48
7549,Fes,21,Standard,28,975.22
7550,Oujda,57,Standard,4,254.87
7551,Oujda,60,Premium,23,212.24
7552,Tanger,46,Standard,16,58.6
7553,Casablanca,47,Premium,50,771.57
7554,Oujda,32,Premium,6,460.05
7555,Tanger,27,Standard,18,490.74
7556,Tetouan,41,Basic,9,374.47
7557,Kenitra,30,Famille,49,650.23
7558,Meknes,19,Basic,47,807.63
7559,Marrakech,43,Famille,39,933.17
7560,Marrakech,26,Famille,28,268.02
7561,Agadir,26,Standard,35,945.49
7562,Oujda,28,Standard,30,181.82
7563,Marrakech,49,Standard,12,369.17
7564,Meknes,31,Basic,3,270.42
7565,Marrakech,63,Famille,53,777.48
7566,Casablanca,18,Premium,10,671.23
7567,Agadir,75,Basic,14,754.91
7568,Casablanca,35,Standard,13,270.56
7569,Marrakech,61,Basic,41,644.41
7570,Kenitra,31,Premium,24,427.69
7571,Rabat,26,Premium,42,511.52
7572,Kenitra,58,Basic,18,490.5
7573,Tetouan,24,Premium,49,937.49
7574,Rabat,48,Famille,37,674.79
7575,Kenitra,19,Famille,19,400.05
7576,Tanger,37,Premium,47,839.4
7577,Fes,24,Premium,32,681.4
7578,Kenitra,68,Standard,30,638.69
7579,Fes,45,Premium,2,356.05
7580,Fes,58,Famille,13,664.31
7581,Meknes,45,Premium,40,242.97
7582,Fes,51,Standard,41,811.65
7583,Casablanca,32,Famille,40,913.67
7584,Tetouan,61,Standard,44,249.67
7585,Tanger,19,Standard,11,138.87
7586,Kenitra,41,Famille,23,806.97
7587,Rabat,61,Basic,9,364.04
7588,Oujda,45,Famille,57,914.93
7589,Kenitra,43,Basic,26,662.92
7590,Marrakech,37,Famille,27,496.48
7591,Agadir,71,Famille,16,184.21
7592,Meknes,40,Basic,57,743.18
7593,Marrakech,51,Premium,12,343.9
7594,Tetouan,42,Standard,10,147.01
7595,Tanger,54,Famille,16,911.17
7596,Tetouan,36,Standard,37,691.83
7597,Oujda,32,Premium,40,368.98
7598,Meknes,36,Basic,13,577.51
7599,Tanger,38,Premium,27,393.18
7600,Tanger,30,Basic,31,104.3
7601,Tetouan,31,Basic,4,191.14
7602,Rabat,19,Standard,48,815.33
7603,Tetouan,31,Famille,43,406.24
7604,Fes,40,Famille,43,803.99
7605,Marrakech,64,Standard,11,948.72
7606,Marrakech,36,Famille,18,585.07
7607,Meknes,22,Famille,43,420.87
7608,Rabat,55,Basic,3,622.05
7609,Agadir,53,Famille,26,733.0
7610,Casablanca,65,Famille,14,976.35
7611,Fes,44,Premium,20,926.78
7612,Tetouan,67,Standard,43,494.58
7613,Tanger,57,Premium,41,941.47
7614,Rabat,48,Famille,51,104.37
7615,Meknes,60,Basic,39,236.94
7616,Rabat,44,Premium,59,939.82
7617,Tanger,58,Basic,1,320.29
7618,Tetouan,70,Standard,46,307.31
7619,Oujda,54,Premium,17,917.46
7620,Marrakech,62,Standard,35,467.46
7621,Kenitra,74,Basic,48,781.44
7622,Tanger,26,Basic,43,364.17
7623,Oujda,40,Basic,36,230.81
7624,Kenitra,69,Premium,48,475.89
7625,Rabat,55,Standard,29,308.77
7626,Agadir,40,Basic,39,827.44
7627,Kenitra,38,Standard,33,87.55
7628,Fes,65,Premium,4,191.31
7629,Casablanca,50,Famille,18,422.62
7630,Meknes,58,Standard,17,932.82
7631,Agadir,67,Standard,23,287.58
7632,Oujda,56,Premium,12,995.91
7633,Fes,70,Basic,44,386.89
7634,Casablanca,70,Standard,33,478.28
7635,Casablanca,51,Basic,14,362.61
7636,Agadir,44,Premium,25,454.81
7637,Agadir,55,Basic,14,502.09
7638,Agadir,46,Premium,30,457.8
7639,Meknes,25,Basic,28,126.01
7640,Fes,25,Premium,3,984.76
7641,Marrakech,64,Famille,45,346.36
7642,Tanger,53,Famille,46,526.57
7643,Rabat,58,Basic,3,797.44
7644,Agadir,25,Premium,34,621.07
7645,Marrakech,31,Premium,9,851.84
7646,Oujda,63,Famille,1,144.4
7647,Marrakech,50,Premium,21,760.75
7648,Casablanca,28,Premium,51,860.85
7649,Marrakech,68,Basic,7,990.94
7650,Casablanca,22,Standard,55,328.59
7651,Tanger,72,Famille,7,963.95
7652,Rabat,41,Basic,25,759.29
7653,Rabat,56,Premium,39,588.79
7654,Meknes,25,Standard,59,430.11
7655,Tanger,20,Premium,22,163.77
7656,Rabat,60,Standard,54,931.27
7657,Oujda,52,Famille,6,525.58
7658,Tetouan,22,Famille,1,558.45
7659,Agadir,57,Standard,39,857.16
7660,Fes,66,Premium,2,514.88
7661,Rabat,56,Famille,6,195.01
7662,Meknes,32,Standard,53,182.47
7663,Marrakech,35,Premium,11,962.63
7664,Casablanca,54,Premium,3,681.44
7665,Marrakech,48,Basic,60,931.47
7666,Tetouan,41,Premium,25,195.77
7667,Tetouan,34,Basic,25,428.46
7668,Rabat,62,Standard,58,442.79
7669,Fes,64,Basic,42,267.08
7670,Casablanca,42,Premium,5,456.86
7671,Tetouan,61,Basic,11,153.66
7672,Kenitra,45,Basic,54,660.06
7673,Kenitra,23,Basic,43,742.37
7674,Marrakech,73,Standard,13,105.32
7675,Tanger,40,Famille,38,733.61
7676,Fes,21,Famille,51,192.11
7677,Rabat,68,Premium,53,678.61
7678,Meknes,45,Basic,55,68.16
7679,Meknes,63,Famille,41,151.35
7680,Oujda,73,Basic,19,390.34
7681,Tanger,28,Basic,5,182.93
7682,Casablanca,71,Standard,51,450.08
7683,Kenitra,25,Famille,51,309.38
7684,Rabat,62,Basic,17,291.35
7685,Oujda,71,Basic,57,563.06
7686,Rabat,62,Famille,59,146.1
7687,Casablanca,69,Standard,18,452.61
7688,Tanger,34,Premium,37,880.52
7689,Casablanca,70,Famille,1,610.09
7690,Tanger,71,Basic,27,835.31
7691,Tetouan,34,Premium,26,459.59
7692,Kenitra,32,Premium,37,670.17
7693,Tetouan,34,Standard,39,982.66
7694,Rabat,37,Standard,43,636.73
7695,Casablanca,36,Premium,30,932.42
7696,Tetouan,45,Standard,21,854.57
7697,Kenitra,36,Famille,26,764.11
7698,Meknes,23,Premium,13,91.65
7699,Oujda,72,Premium,32,181.03
7700,Oujda,25,Famille,19,687.68
7701,Oujda,74,Premium,38,910.3
7702,Fes,68,Famille,9,627.31
7703,Tetouan,42,Basic,8,769.63
7704,Oujda,26,Famille,28,56.48
7705,Marrakech,37,Standard,18,816.52
7706,Oujda,74,Famille,31,666.94
7707,Rabat,43,Premium,25,198.53
7708,Tetouan,65,Famille,53,698.62
7709,Casablanca,28,Basic,58,394.73
7710,Tetouan,26,Standard,6,729.96
7711,Fes,38,Standard,18,219.35
7712,Marrakech,39,Standard,22,835.41
7713,Oujda,71,Basic,1,543.95
7714,Kenitra,71,Premium,39,419.95
7715,Rabat,46,Standard,7,392.87
7716,Casablanca,39,Standard,1,643.64
7717,Marrakech,39,Standard,50,132.27
7718,Rabat,50,Premium,24,921.61
7719,Casablanca,39,Standard,19,679.69
7720,Marrakech,27,Standard,47,730.94
7721,Rabat,18,Basic,57,188.54
7722,Meknes,35,Premium,57,755.96
7723,Rabat,68,Premium,59,712.43
7724,Rabat,35,Basic,52,907.18
7725,Tetouan,50,Standard,17,708.93
7726,Marrakech,61,Famille,57,841.75
7727,Meknes,66,Standard,45,879.18
7728,Casablanca,66,Standard,7,930.57
7729,Oujda,51,Standard,15,137.09
7730,Tetouan,57,Basic,33,152.6
7731,Casablanca,20,Famille,10,867.44
7732,Fes,44,Premium,30,542.35
7733,Meknes,66,Famille,52,255.19
7734,Tanger,41,Famille,29,972.78
7735,Tanger,73,Standard,27,251.55
7736,Agadir,50,Standard,13,760.54
7737,Tetouan,70,Standard,21,344.28
7738,Fes,26,Premium,13,359.59
7739,Rabat,75,Famille,34,694.59
7740,Fes,53,Basic,22,92.76
7741,Marrakech,34,Premium,24,267.88
7742,Kenitra,29,Famille,11,55.76
7743,Agadir,46,Famille,31,462.39
7744,Oujda,63,Basic,35,171.08
7745,Kenitra,49,Premium,21,720.43
7746,Kenitra,46,Basic,47,680.87
7747,Casablanca,58,Famille,21,246.23
7748,Marrakech,63,Famille,36,390.91
7749,Marrakech,24,Premium,50,761.56
7750,Fes,43,Standard,7,672.83
7751,Casablanca,48,Premium,46,902.55
7752,Rabat,34,Premium,15,52.6
7753,Rabat,18,Famille,6,312.49
7754,Agadir,40,Standard,38,798.03
7755,Meknes,42,Premium,23,721.44
7756,Agadir,35,Standard,14,114.67
7757,Meknes,72,Famille,7,819.24
7758,Tanger,32,Standard,53,279.89
7759,Agadir,68,Famille,11,640.11
7760,Meknes,47,Basic,6,72.89
7761,Casablanca,65,Standard,51,650.52
7762,Marrakech,36,Premium,39,618.67
7763,Tanger,65,Premium,53,572.97
7764,Oujda,58,Basic,47,553.15
7765,Kenitra,23,Famille,33,432.3
7766,Fes,25,Premium,37,610.23
7767,Tetouan,56,Premium,14,482.53
7768,Marrakech,50,Standard,32,906.87
7769,Meknes,73,Basic,59,249.12
7770,Rabat,28,Standard,12,266.66
7771,Meknes,38,Premium,36,87.91
7772,Tetouan,18,Premium,29,245.4
7773,Rabat,37,Standard,52,425.53
7774,Tetouan,37,Famille,31,735.9
7775,Tetouan,34,Basic,30,66.1
7776,Oujda,42,Famille,56,997.12
7777,Tanger,43,Basic,1,687.6
7778,Tetouan,42,Standard,11,861.07
7779,Kenitra,72,Standard,8,871.18
7780,Fes,68,Standard,8,600.98
7781,Marrakech,72,Famille,56,959.47
7782,Fes,48,Premium,49,467.35
7783,Oujda,34,Standard,39,244.69
7784,Casablanca,37,Premium,42,605.92
7785,Oujda,54,Standard,43,771.47
7786,Oujda,43,Famille,3,892.07
7787,Kenitra,40,Standard,7,221.62
7788,Agadir,59,Premium,14,997.56
7789,Kenitra,69,Premium,38,883.37
7790,Kenitra,23,Basic,34,673.93
7791,Oujda,40,Basic,10,967.53
7792,Fes,25,Basic,56,418.36
7793,Marrakech,47,Basic,31,768.29
7794,Casablanca,37,Standard,51,406.45
7795,Kenitra,24,Basic,45,439.23
7796,Tanger,55,Premium,60,392.36
7797,Kenitra,69,Premium,37,934.45
7798,Fes,22,Standard,32,594.12
7799,Marrakech,24,Standard,49,859.51
7800,Marrakech,62,Famille,22,596.39
7801,Fes,49,Famille,30,455.29
7802,Tetouan,48,Famille,24,588.56
7803,Tanger,68,Famille,5,247.19
7804,Agadir,23,Famille,17,997.5
7805,Rabat,55,Premium,15,784.71
7806,Kenitra,19,Premium,12,459.74
7807,Tetouan,72,Standard,13,239.46
7808,Meknes,18,Famille,55,434.74
7809,Tanger,73,Basic,3,138.28
7810,Rabat,32,Basic,22,341.55
7811,Casablanca,37,Premium,12,760.91
7812,Oujda,34,Famille,40,197.47
7813,Rabat,34,Basic,6,51.41
7814,Kenitra,43,Basic,52,936.08
7815,Agadir,70,Famille,46,624.32
7816,Agadir,71,Basic,22,981.18
7817,Tetouan,32,Basic,25,480.48
7818,Meknes,42,Famille,43,268.61
7819,Tetouan,29,Basic,38,690.81
7820,Rabat,20,Standard,49,232.99
7821,Fes,45,Premium,15,689.9
7822,Casablanca,41,Famille,37,586.61
7823,Fes,75,Premium,59,393.92
7824,Tetouan,24,Premium,24,918.26
7825,Tetouan,57,Standard,11,778.81
7826,Tetouan,47,Basic,8,158.85
7827,Tanger,37,Basic,54,965.81
7828,Tetouan,31,Standard,47,843.86
7829,Oujda,18,Famille,33,372.32
7830,Kenitra,53,Famille,49,108.69
7831,Kenitra,39,Famille,13,943.68
7832,Kenitra,42,Famille,56,837.46
7833,Meknes,36,Standard,45,919.02
7834,Oujda,35,Premium,57,520.38
7835,Fes,42,Standard,10,514.5
7836,Tetouan,60,Famille,57,810.83
7837,Tanger,56,Famille,52,877.28
7838,Agadir,65,Premium,34,471.23
7839,Oujda,42,Premium,53,603.2
7840,Agadir,46,Basic,23,384.9
7841,Marrakech,35,Famille,59,289.1
7842,Tanger,59,Basic,46,655.6
7843,Agadir,19,Premium,16,469.55
7844,Fes,56,Basic,36,737.73
7845,Kenitra,57,Famille,21,883.57
7846,Meknes,34,Premium,57,74.64
7847,Tetouan,69,Premium,18,575.27
7848,Casablanca,67,Famille,34,55.93
7849,Marrakech,52,Standard,13,741.93
7850,Tanger,43,Standard,12,734.53
7851,Rabat,33,Famille,39,409.79
7852,Kenitra,20,Premium,52,790.76
7853,Tetouan,32,Famille,14,101.59
7854,Agadir,23,Premium,1,734.63
7855,Oujda,31,Standard,52,988.96
7856,Agadir,71,Basic,21,147.19
7857,Fes,44,Premium,34,267.94
7858,Kenitra,46,Famille,14,240.99
7859,Agadir,43,Famille,18,664.33
7860,Agadir,62,Famille,56,459.29
7861,Casablanca,33,Standard,55,863.26
7862,Fes,75,Famille,13,830.12
7863,Meknes,57,Famille,17,154.89
7864,Meknes,27,Basic,46,956.18
7865,Meknes,36,Basic,4,882.27
7866,Casablanca,29,Famille,28,91.67
7867,Kenitra,25,Premium,8,421.15
7868,Kenitra,34,Famille,31,586.49
7869,Tetouan,30,Standard,16,868.89
7870,Casablanca,45,Basic,17,288.03
7871,Tanger,46,Premium,18,719.52
7872,Tetouan,51,Standard,55,373.32
7873,Tanger,60,Standard,27,79.12
7874,Tetouan,19,Famille,56,550.46
7875,Tanger,45,Famille,4,505.84
7876,Kenitra,61,Basic,11,618.73
7877,Marrakech,74,Famille,60,139.11
7878,Marrakech,54,Basic,9,227.22
7879,Tetouan,34,Premium,39,661.38
7880,Kenitra,37,Basic,45,748.6
7881,Marrakech,33,Famille,27,937.42
7882,Tetouan,18,Premium,59,707.75
7883,Casablanca,49,Basic,49,91.63
7884,Oujda,72,Premium,8,891.13
7885,Oujda,35,Basic,32,83.02
7886,Tetouan,51,Standard,49,559.95
7887,Agadir,46,Premium,33,969.54
7888,Casablanca,32,Premium,34,848.35
7889,Tanger,47,Standard,28,932.21
7890,Tanger,60,Premium,45,693.47
7891,Agadir,74,Premium,40,171.83
7892,Fes,50,Basic,40,58.4
7893,Rabat,73,Famille,36,874.68
7894,Kenitra,33,Famille,52,985.73
7895,Marrakech,65,Basic,28,516.83
7896,Kenitra,38,Premium,17,993.15
7897,Casablanca,53,Premium,48,607.24
7898,Casablanca,30,Standard,41,80.99
7899,Tanger,45,Basic,55,726.58
7900,Tanger,27,Famille,40,642.74
7901,Casablanca,25,Premium,11,245.39
7902,Casablanca,75,Standard,39,949.2
7903,Meknes,43,Famille,13,257.0
7904,Meknes,70,Standard,59,282.59
7905,Oujda,40,Premium,1,978.55
7906,Casablanca,46,Basic,52,384.56
7907,Casablanca,69,Standard,44,488.77
7908,Fes,19,Basic,10,872.06
7909,Meknes,40,Standard,6,579.5
7910,Tanger,18,Basic,19,170.62
7911,Rabat,60,Standard,45,86.03
7912,Oujda,51,Standard,52,912.14
7913,Agadir,51,Basic,51,707.46
7914,Meknes,33,Basic,59,961.7
7915,Agadir,51,Premium,46,474.87
7916,Kenitra,40,Famille,49,832.33
7917,Meknes,46,Standard,38,819.78
7918,Fes,35,Premium,41,694.91
7919,Marrakech,51,Basic,24,864.12
7920,Kenitra,28,Famille,10,865.58
7921,Marrakech,66,Standard,28,934.21
7922,Fes,55,Premium,56,957.85
7923,Kenitra,39,Standard,56,393.22
7924,Tetouan,61,Famille,50,550.47
7925,Kenitra,60,Basic,22,909.0
7926,Meknes,20,Standard,4,939.02
7927,Rabat,54,Famille,47,739.38
7928,Meknes,39,Premium,17,753.65
7929,Tetouan,42,Basic,44,808.25
7930,Casablanca,70,Premium,33,575.69
7931,Meknes,65,Basic,57,726.35
7932,Tanger,65,Basic,33,592.5
7933,Agadir,36,Famille,46,324.96
7934,Marrakech,39,Basic,29,935.14
7935,Oujda,56,Premium,23,793.66
7936,Meknes,62,Standard,24,866.9
7937,Kenitra,50,Basic,55,107.9
7938,Fes,60,Standard,29,465.71
7939,Tanger,37,Famille,50,843.55
7940,Tetouan,49,Premium,24,594.7
7941,Fes,41,Premium,57,721.64
7942,Fes,31,Famille,10,857.95
7943,Meknes,69,Standard,31,615.33
7944,Meknes,20,Basic,32,108.02
7945,Agadir,73,Premium,58,394.98
7946,Agadir,53,Premium,37,702.59
7947,Oujda,47,Premium,60,732.65
7948,Rabat,45,Famille,9,236.6
7949,Meknes,39,Famille,43,852.18
7950,Rabat,27,Premium,24,605.82
7951,Tanger,75,Basic,60,209.32
7952,Tetouan,45,Famille,17,641.86
7953,Casablanca,42,Premium,8,792.13
7954,Fes,49,Standard,44,507.54
7955,Tanger,30,Basic,19,825.18
7956,Rabat,62,Standard,18,147.06
7957,Casablanca,21,Premium,19,961.36
7958,Tanger,53,Standard,51,324.3
7959,Tanger,57,Premium,57,838.24
7960,Oujda,69,Standard,8,451.76
7961,Kenitra,60,Standard,14,403.36
7962,Tetouan,62,Famille,27,532.53
7963,Kenitra,70,Premium,49,56.39
7964,Meknes,23,Basic,33,445.51
7965,Casablanca,36,Standard,6,498.97
7966,Tanger,39,Famille,36,354.01
7967,Fes,23,Famille,38,268.94
7968,Oujda,53,Famille,57,92.91
7969,Meknes,61,Standard,56,114.14
7970,Oujda,20,Premium,42,694.26
7971,Rabat,20,Premium,24,799.55
7972,Kenitra,30,Basic,6,151.63
7973,Marrakech,29,Basic,11,434.6
7974,Casablanca,20,Standard,44,692.97
7975,Marrakech,63,Standard,37,460.76
7976,Tetouan,55,Basic,12,913.16
7977,Marrakech,52,Famille,34,210.08
7978,Rabat,53,Standard,34,331.3
7979,Tetouan,51,Basic,49,767.12
7980,Tetouan,45,Famille,16,759.34
7981,Agadir,74,Standard,48,56.51
7982,Marrakech,37,Basic,12,328.25
7983,Oujda,45,Premium,31,313.19
7984,Oujda,37,Premium,55,77.49
7985,Tetouan,59,Standard,50,699.01
7986,Fes,66,Famille,39,828.41
7987,Oujda,33,Famille,39,794.65
7988,Tanger,51,Basic,44,707.4
7989,Tetouan,46,Premium,18,627.91
7990,Fes,37,Famille,34,472.57
7991,Rabat,37,Premium,25,823.68
7992,Marrakech,68,Premium,16,136.26
7993,Tanger,39,Famille,26,344.4
7994,Fes,30,Premium,1,943.47
7995,Oujda,68,Basic,55,576.74
7996,Meknes,69,Famille,18,776.39
7997,Meknes,42,Famille,27,683.29
7998,Kenitra,22,Basic,43,986.04
7999,Fes,71,Standard,37,791.43
8000,Fes,33,Standard,18,413.52
8001,Tetouan,26,Standard,58,98.83
8002,Tetouan,31,Standard,32,720.65
8003,Agadir,21,Famille,44,725.68
8004,Marrakech,50,Famille,32,922.92
8005,Kenitra,38,Famille,33,281.38
8006,Agadir,68,Premium,21,603.92
8007,Tanger,61,Famille,43,428.42
8008,Tanger,70,Famille,33,415.1
8009,Casablanca,21,Premium,22,112.75
8010,Fes,43,Famille,42,452.13
8011,Agadir,56,Premium,14,968.71
8012,Marrakech,28,Famille,3,398.26
8013,Rabat,34,Famille,23,232.24
8014,Agadir,69,Premium,12,89.2
8015,Agadir,27,Basic,44,533.6
8016,Tetouan,34,Famille,46,143.76
8017,Tanger,26,Basic,16,358.51
8018,Meknes,23,Premium,43,945.85
8019,Casablanca,69,Premium,27,404.36
8020,Rabat,33,Standard,21,884.17
8021,Kenitra,38,Basic,35,132.21
8022,Agadir,30,Standard,54,225.51
8023,Meknes,50,Famille,58,451.15
8024,Marrakech,29,Famille,43,610.49
8025,Casablanca,67,Premium,9,245.85
8026,Kenitra,24,Basic,26,87.53
8027,Kenitra,57,Basic,48,831.3
8028,Casablanca,20,Premium,10,169.56
8029,Rabat,51,Premium,23,485.17
8030,Agadir,55,Famille,24,636.23
8031,Casablanca,39,Standard,31,67.0
8032,Fes,40,Famille,7,958.6
8033,Agadir,31,Premium,58,980.11
8034,Marrakech,20,Premium,56,54.93
8035,Tetouan,48,Premium,8,258.78
8036,Oujda,22,Basic,39,762.61
8037,Fes,24,Famille,36,607.29
8038,Agadir,39,Standard,53,485.91
8039,Agadir,46,Standard,54,196.25
8040,Agadir,33,Basic,40,168.95
8041,Agadir,33,Basic,12,442.08
8042,Oujda,40,Famille,55,90.07
8043,Marrakech,30,Famille,6,908.11
8044,Tanger,39,Basic,27,773.69
8045,Agadir,47,Premium,22,370.45
8046,Oujda,47,Standard,58,100.43
8047,Marrakech,43,Famille,48,103.57
8048,Tetouan,64,Premium,8,56.33
8049,Tanger,75,Famille,36,512.06
8050,Oujda,55,Basic,21,488.24
8051,Rabat,67,Basic,12,128.07
8052,Kenitra,23,Famille,30,875.03
8053,Meknes,30,Standard,16,395.73
8054,Marrakech,54,Standard,49,710.45
8055,Marrakech,19,Premium,18,552.24
8056,Meknes,62,Premium,6,876.33
8057,Oujda,39,Famille,53,102.26
8058,Tetouan,55,Premium,13,187.02
8059,Rabat,63,Standard,3,189.51
8060,Fes,43,Premium,27,761.38
8061,Tanger,58,Premium,48,153.85
8062,Casablanca,27,Basic,20,114.38
8063,Rabat,38,Premium,35,528.2
8064,Tanger,24,Basic,39,259.29
8065,Agadir,43,Premium,47,284.42
8066,Oujda,30,Standard,1,348.92
8067,Tanger,62,Premium,13,491.19
8068,Casablanca,18,Premium,8,434.34
8069,Agadir,32,Famille,60,475.52
8070,Fes,24,Famille,1,836.03
8071,Agadir,46,Basic,8,826.97
8072,Tanger,63,Standard,36,902.6
8073,Marrakech,73,Standard,59,914.6
8074,Meknes,65,Famille,6,475.63
8075,Kenitra,41,Famille,34,152.02
8076,Oujda,56,Famille,24,83.97
8077,Meknes,24,Famille,48,273.92
8078,Meknes,33,Basic,49,715.37
8079,Casablanca,61,Premium,47,393.93
8080,Meknes,23,Famille,39,779.62
8081,Marrakech,33,Basic,32,608.42
8082,Oujda,36,Famille,2,542.18
8083,Agadir,64,Premium,3,415.42
8084,Agadir,73,Premium,53,190.78
8085,Tanger,54,Standard,60,847.89
8086,Tetouan,19,Famille,55,942.47
8087,Oujda,73,Premium,1,596.72
8088,Oujda,29,Basic,31,560.09
8089,Tanger,45,Standard,42,943.7
8090,Fes,46,Basic,38,677.56
8091,Fes,44,Basic,49,171.24
8092,Oujda,68,Basic,8,582.06
8093,Kenitra,73,Basic,48,160.66
8094,Meknes,74,Standard,28,845.52
8095,Meknes,59,Basic,38,313.42
8096,Meknes,18,Basic,42,492.99
8097,Casablanca,73,Standard,9,523.61
8098,Oujda,60,Standard,34,71.92
8099,Kenitra,47,Famille,53,515.4
8100,Tetouan,68,Basic,6,312.65
8101,Meknes,47,Standard,45,415.41
8102,Fes,74,Basic,7,584.01
8103,Oujda,59,Famille,20,461.31
8104,Tetouan,46,Standard,41,351.04
8105,Meknes,41,Famille,45,807.25
8106,Rabat,55,Standard,10,84.07
8107,Rabat,31,Premium,26,277.15
8108,Meknes,65,Famille,52,317.19
8109,Kenitra,68,Standard,23,91.64
8110,Tetouan,40,Basic,28,492.63
8111,Agadir,74,Famille,41,498.24
8112,Tanger,52,Basic,36,173.18
8113,Rabat,49,Famille,17,533.11
8114,Agadir,49,Famille,39,275.82
8115,Meknes,57,Premium,42,571.56
8116,Marrakech,52,Standard,24,416.3
8117,Meknes,55,Famille,49,166.99
8118,Tanger,27,Basic,54,125.24
8119,Marrakech,21,Famille,58,290.46
8120,Meknes,25,Standard,25,818.36
8121,Rabat,54,Basic,37,448.22
8122,Meknes,54,Standard,14,400.08
8123,Casablanca,31,Basic,16,775.42
8124,Tetouan,53,Standard,3,353.89
8125,Oujda,51,Standard,33,806.95
8126,Tetouan,41,Standard,16,361.95
8127,Tanger,29,Famille,45,212.08
8128,Fes,56,Premium,50,570.42
8129,Tetouan,34,Famille,33,166.7
8130,Fes,53,Standard,26,610.35
8131,Meknes,30,Premium,48,398.97
8132,Tetouan,32,Standard,52,170.16
8133,Meknes,32,Basic,29,661.55
8134,Kenitra,45,Premium,58,935.07
